TrackingNum,Vendor Name,District,Route,AssignedCourier,MasterCity,MasterPostalCode,LatestEventStatus,SignatureRequired,Weight(Lbs),Length(ft),Width(ft),Height(ft),Volume(ft),Head-Contractor,Director
ABC7822781331,Mercury Logistics,M04,SIM949-L3V,Tom Sawyer,ORILLIA,L3V 3V5,Assigned to Delivery Load,FALSE,0.73,0,0,0,0.009535,Darth Vader,Luke Skywalker
ABC7822781365,Mercury Logistics,M05,MUS10-P1L,Huckleberry Finn,BRACEBRIDGE,P1L 1X1,Assigned to Delivery Load,FALSE,1.22,1,0,0,0.015202,James Bond,Luke Skywalker
ABC7822781370,Mercury Logistics,M08,MIL01-L9T,Mary Poppins,MILTON,L9T 6T4,Assigned to Delivery Load,FALSE,1.1,0,0,0,0.009087,Peter Pan,Princess Leia
ABC7822782033,Mercury Logistics,M03,DUR920-L9L,Atticus Finch,PORT PERRY,L9L 1P5,Assigned to Delivery Load,FALSE,0.5,0,0,0,0.007304,Vito Corleone,Luke Skywalker
ABC7822782527,Mercury Logistics,M05,MUS10-P1L,Huckleberry Finn,BRACEBRIDGE,P1L 1M7,Assigned to Delivery Load,FALSE,0.2,0,0,0,0.003129,James Bond,Luke Skywalker
ABC7822782627,Mercury Logistics,M05,SIM941-L0L,1933 King Kong,EGBERT,L0L 1N0,Assigned to Delivery Load,FALSE,0.9,0,0,0,0.009041,Darth Vader,Luke Skywalker
ABC7822785638,Mercury Logistics,M01,TOR81-M5M,Fred Flintstone,NORTH YORK,M5M 2W4,Assigned to Delivery Load,FALSE,2.35,1,1,0,0.122453,Rocky Balboa,Luke Skywalker
ABC7822785692,Mercury Logistics,M02,DUR908-L1R,John McClane,WHITBY,L1R 1T7,Assigned to Delivery Load,FALSE,3.07,1,0,0,0.061332,Vito Corleone,Luke Skywalker
ABC7822785705,Mercury Logistics,M02,DUR908-L1P,John McClane,WHITBY,L1P 1E7,Assigned to Delivery Load,FALSE,0.2,0,0,0,0.007888,Vito Corleone,Luke Skywalker
ABC7822785936,Mercury Logistics,M04,SIM941-L9R,1933 King Kong,ALLISTON,L9R 0R4,Assigned to Delivery Load,FALSE,1.92,0,0,0,0.020809,Darth Vader,Luke Skywalker
ABC7822786011,Mercury Logistics,M03,SIM951-L4N,1933 King Kong,BARRIE,L4N 0J3,Assigned to Delivery Load,FALSE,4.03,1,0,0,0.011342,Darth Vader,Luke Skywalker
ABC7822786024,Mercury Logistics,M03,SIM951-L4N,1933 King Kong,BARRIE,L4N 0A9,Assigned to Delivery Load,FALSE,2.36,0,0,0,0.020239,Darth Vader,Luke Skywalker
ABC7822788935,Mercury Logistics,M01,TOR64-M6R,Fred Flintstone,TORONTO,M6R 1G9,Assigned to Delivery Load,FALSE,0.8157094,1,1,0,0.084501,Rocky Balboa,Luke Skywalker
ABC7822789414,Mercury Logistics,M02,DUR912-L1G,Norman Bates,OSHAWA,L1G 5J4,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC7822789417,Mercury Logistics,M07,HAM09-L9G,Marty McFly,ANCASTER,L9G 3L7,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Han Solo,Princess Leia
ABC7822789591,Mercury Logistics,M07,HAM09-L9G,Marty McFly,ANCASTER,L9G 5B8,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Han Solo,Princess Leia
ABC7822789611,Mercury Logistics,M08,GUE04-N1G,Willy Wonka,GUELPH,N1G 2N6,Assigned to Delivery Load,FALSE,3,0,0,0,0.000035,Homer Simpson,Princess Leia
ABC7822789633,Mercury Logistics,M03,SIM951-L4N,1933 King Kong,BARRIE,L4N 7E9,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Darth Vader,Luke Skywalker
ABC7822790949,Mercury Logistics,M08,CAM06-N1T,Willy Wonka,CAMBRIDGE,N1T 1J9,Assigned to Delivery Load,FALSE,13.1395352,2,2,1,2.315754,Homer Simpson,Princess Leia
ABC7922781355,Mercury Logistics,M08,MIL01-L9T,Mary Poppins,MILTON,L9T 6T4,Assigned to Delivery Load,FALSE,1.16,0,0,0,0.013987,Peter Pan,Princess Leia
ABC7922785497,Mercury Logistics,M07,BUR09-L7T,Forrest Gump,BURLINGTON,L7T 2J8,Assigned to Delivery Load,FALSE,2.7,1,0,0,0.028702,Peter Pan,Princess Leia
ABC7922786227,Mercury Logistics,M05,MUS60-P2A,Tyrion Lannister,SEGUIN,P2A 2W8,Assigned to Delivery Load,FALSE,0.13,0,0,0,0.002065,James Bond,Luke Skywalker
ABC7922789212,Mercury Logistics,M08,CAM06-N1T,Willy Wonka,CAMBRIDGE,N1T 2H9,Assigned to Delivery Load,FALSE,2,0,0,0,0.000035,Homer Simpson,Princess Leia
ABC7922789371,Mercury Logistics,M02,NEW07-L3X,Spectre,NEWMARKET,L3X 3E1,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Darth Vader,Luke Skywalker
ABC7922789615,Mercury Logistics,M02,DUR908-L1N,John McClane,WHITBY,L1N 2J4,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC7922789622,Mercury Logistics,M04,SIM941-L9R,1933 King Kong,ALLISTON,L9R 0J8,Assigned to Delivery Load,FALSE,2,0,0,0,0.000035,Darth Vader,Luke Skywalker
ABC7922789649,Mercury Logistics,M10,NIA10-L0S,Katniss Everdeen,NIAGARA ON THE LAKE,L0S 1J0,Assigned to Delivery Load,FALSE,3,0,0,0,0.000035,Mickey Mouse,Princess Leia
ABC7922789650,Mercury Logistics,M08,GUE02-N1E,Willy Wonka,GUELPH,N1E 6Z9,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Homer Simpson,Princess Leia
ABC7922789677,Mercury Logistics,M02,DUR908-L1R,John McClane,WHITBY,L1R 0A7,Assigned to Delivery Load,FALSE,4,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC8022781464,Mercury Logistics,M04,SIM946-L9M,Tom Sawyer,TINY,L9M 0H1,Assigned to Delivery Load,FALSE,1.71,0,0,0,0.005882,Darth Vader,Luke Skywalker
ABC8022789356,Mercury Logistics,M01,TOR85-M5J,Fred Flintstone,TORONTO,M5J 2S9,Assigned to Delivery Load,FALSE,0.0661386,1,1,0,0.084501,Rocky Balboa,Luke Skywalker
ABC8022789605,Mercury Logistics,M02,DUR912-L1J,Norman Bates,OSHAWA,L1J 0A5,Assigned to Delivery Load,FALSE,3,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC8022789623,Mercury Logistics,M05,COR161-K0B,Don Draper,PLANTAGENET,K0B 1L0,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Bugs Bunny,Luke Skywalker
ABC8022789626,Mercury Logistics,M08,KIT08-N2T,Sherlock Holmes,WATERLOO,N2T 2P5,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Dorothy Gale,Princess Leia
ABC8022789647,Mercury Logistics,M03,NEW21-L3Z,Spectre,BRADFORD,L3Z 1T5,Assigned to Delivery Load,FALSE,2,0,0,0,0.000035,Darth Vader,Luke Skywalker
ABC8022789690,Mercury Logistics,M02,DUR908-L1M,John McClane,WHITBY,L1M 2M1,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC8022790074,Mercury Logistics,M03,YOR20-L4A,Tony Montana,STOUFFVILLE,L4A 1K3,Assigned to Delivery Load,FALSE,4,0,0,0,0.000035,Rocky Balboa,Luke Skywalker
ABC7122785530,Mercury Logistics,M05,NEW19-L0G,Spectre,NOBLETON,L0G 1N0,Assigned to Delivery Load,FALSE,8.46,1,1,0,0.065685,Darth Vader,Luke Skywalker
ABC7122786706,Mercury Logistics,M02,NEW11-L4P,Spectre,KESWICK,L4P 3R6,Assigned to Delivery Load,FALSE,1.4770954,1,1,0,0.084501,Darth Vader,Luke Skywalker
ABC7122790711,Mercury Logistics,M01,TOR33-M4M,Charles Foster Kane,TORONTO,M4M 0C8,Assigned to Delivery Load,TRUE,30.2473864,2,2,2,6.402965,Rocky Balboa,Luke Skywalker
ABC7222785304,Mercury Logistics,M02,DUR908-L1P,John McClane,WHITBY,L1P 0K4,Assigned to Delivery Load,FALSE,0.19,0,0,0,0.009134,Vito Corleone,Luke Skywalker
ABC7222785894,Mercury Logistics,M07,HAM14-L9H,Monsters Inc.,DUNDAS,L9H 5A9,Assigned to Delivery Load,FALSE,2.2,0,0,0,0.017487,Han Solo,Princess Leia
ABC7222791093,Mercury Logistics,M03,DUR916-L1B,Jon Snow,NEWCASTLE,L1B 1H1,Assigned to Delivery Load,FALSE,32.3638216,2,1,3,6.022705,Vito Corleone,Luke Skywalker
ABC7322785605,Mercury Logistics,M05,SIM946-L0L,Tom Sawyer,PHELPSTON,L0L 2K0,Assigned to Delivery Load,FALSE,0.27,0,0,0,0.008841,Darth Vader,Luke Skywalker
ABC7322785687,Mercury Logistics,M08,MIL01-L9T,Mary Poppins,MILTON,L9T 5J5,Assigned to Delivery Load,FALSE,2.03,1,0,0,0.022145,Peter Pan,Princess Leia
ABC7322786230,Mercury Logistics,M05,MUS10-P1L,Huckleberry Finn,BRACEBRIDGE,P1L 1B5,Assigned to Delivery Load,FALSE,0.47,0,0,0,0.002585,James Bond,Luke Skywalker
ABC7322787203,Mercury Logistics,M07,BUR03-L7L,Forrest Gump,BURLINGTON,L7L 6W9,Assigned to Delivery Load,FALSE,2.2487124,1,1,0,0.084501,Peter Pan,Princess Leia
ABC7322791088,Mercury Logistics,M03,SIM959-L4N,1933 King Kong,BARRIE,L4N 5N5,Assigned to Delivery Load,FALSE,32.3638216,2,1,3,6.022705,Darth Vader,Luke Skywalker
ABC7422787063,Mercury Logistics,M07,OAK06-L6J,Jay Gatsby,OAKVILLE,L6J 1A3,Assigned to Delivery Load,FALSE,2.3589434,1,1,0,0.084501,Peter Pan,Princess Leia
ABC7522785680,Mercury Logistics,M04,SIM943-L9X,Tom Sawyer,MINESING,L9X 1C1,Assigned to Delivery Load,FALSE,1.9,1,0,0,0.046967,Darth Vader,Luke Skywalker
ABC7522788727,Mercury Logistics,M08,GUE02-N1H,Willy Wonka,GUELPH,N1H 6J2,Assigned to Delivery Load,TRUE,21.4068602,2,1,3,2.94523,Homer Simpson,Princess Leia
ABC7522789363,Mercury Logistics,M01,TOR81-M5M,Fred Flintstone,TORONTO,M5M 2R9,Assigned to Delivery Load,FALSE,0.5952474,1,1,0,0.084501,Rocky Balboa,Luke Skywalker
ABC7522790942,Mercury Logistics,M01,TOR32-M4J,Charles Foster Kane,TORONTO,M4J 1E2,Assigned to Delivery Load,FALSE,6.4154442,2,2,1,2.315754,Rocky Balboa,Luke Skywalker
ABC7622785315,Mercury Logistics,M03,SIM953-L4M,1933 King Kong,BARRIE,L4M 5B6,Assigned to Delivery Load,FALSE,0.45,0,0,0,0.007146,Darth Vader,Luke Skywalker
ABC7622785727,Mercury Logistics,M02,NEW11-L4P,Spectre,KESWICK,L4P 3C8,Assigned to Delivery Load,FALSE,0.62,1,0,0,0.008899,Darth Vader,Luke Skywalker
ABC7622789058,Mercury Logistics,M08,KIT04-N2A,Sherlock Holmes,KITCHENER,N2A 0K1,Assigned to Delivery Load,TRUE,7.1429688,2,2,1,2.315754,Dorothy Gale,Princess Leia
ABC7722785655,Mercury Logistics,M01,TOR05-M2K,Tony Soprano,NORTH YORK,M2K 0G1,Assigned to Delivery Load,FALSE,6.36,1,1,0,0.152,Rocky Balboa,Luke Skywalker
ABC7722789458,Mercury Logistics,M02,DUR912-L1H,Norman Bates,OSHAWA,L1H 3Y2,Assigned to Delivery Load,FALSE,6.5256752,2,2,1,2.315754,Vito Corleone,Luke Skywalker
ABC7822785644,Mercury Logistics,M01,TOR30-M4G,Charles Foster Kane,EAST YORK,M4G 3Y4,Assigned to Delivery Load,FALSE,9.33,1,0,0,0.105185,Rocky Balboa,Luke Skywalker
ABC7822790670,Mercury Logistics,M08,GUE04-N1G,Willy Wonka,GUELPH,N1G 4R4,Assigned to Delivery Load,TRUE,38.4485728,2,2,1,3.131633,Homer Simpson,Princess Leia
ABC8022785667,Mercury Logistics,M01,SCA21-M1L,Charles Foster Kane,SCARBOROUGH,M1L 1N8,Assigned to Delivery Load,FALSE,3.31,1,0,0,0.108472,Rocky Balboa,Luke Skywalker
ABC8022785830,Mercury Logistics,M07,MIS316-L5V,Rooster Cogburn,MISSISSAUGA,L5V 2Z3,Assigned to Delivery Load,FALSE,9.42,1,1,0,0.139121,Indiana Jones,Princess Leia
ABC8022786821,Mercury Logistics,M01,TOR64-M6H,Fred Flintstone,TORONTO,M6H 3Z1,Assigned to Delivery Load,FALSE,1.7857422,1,1,0,0.084501,Rocky Balboa,Luke Skywalker
ABC8022789341,Mercury Logistics,M03,SIM951-L4N,1933 King Kong,BARRIE,L4N 0V5,Assigned to Delivery Load,FALSE,0.5952474,1,1,0,0.084501,Darth Vader,Luke Skywalker
ABC8022791065,Mercury Logistics,M08,NIA05-L2M,Katniss Everdeen,ST CATHARINES,L2M 4V9,Assigned to Delivery Load,TRUE,14.770954,1,2,3,3.457694,Mickey Mouse,Princess Leia
ABC8022791103,Mercury Logistics,M01,SCA10-M1C,Charles Foster Kane,SCARBOROUGH,M1C 2P8,Assigned to Delivery Load,FALSE,12.015179,1,1,2,4.452525,Rocky Balboa,Luke Skywalker
ABC7122781328,Mercury Logistics,M03,SIM959-L4N,1933 King Kong,BARRIE,L4N 7S1,Assigned to Delivery Load,FALSE,0.58,0,0,0,0.004269,Darth Vader,Luke Skywalker
ABC7122782258,Mercury Logistics,M07,HAM14-L9H,Monsters Inc.,DUNDAS,L9H 5R6,Assigned to Delivery Load,FALSE,1.06,0,0,0,0.006371,Han Solo,Princess Leia
ABC7122782411,Mercury Logistics,M05,MUS10-P1L,Huckleberry Finn,BRACEBRIDGE,P1L 1X3,Assigned to Delivery Load,FALSE,1.01,0,0,0,0.005882,James Bond,Luke Skywalker
ABC7122782930,Mercury Logistics,M02,NEW11-L4P,Spectre,KESWICK,L4P 3L1,Assigned to Delivery Load,FALSE,0.42,0,0,0,0.005747,Darth Vader,Luke Skywalker
ABC7122785758,Mercury Logistics,M05,MUS03-P0A,Optimus Prime,AHMIC HARBOUR,P0A 1A0,Assigned to Delivery Load,FALSE,0.38,0,0,0,0.006144,James Bond,Luke Skywalker
ABC7122786164,Mercury Logistics,M04,SIM946-L9M,Tom Sawyer,TINY,L9M 0H7,Assigned to Delivery Load,FALSE,0.39,0,0,0,0.00365,Darth Vader,Luke Skywalker
ABC7122786884,Mercury Logistics,M08,KIT11-N2J,Sherlock Holmes,WATERLOO,N2J 3P7,Assigned to Delivery Load,FALSE,4.4533324,1,1,0,0.084501,Dorothy Gale,Princess Leia
ABC7122789034,Mercury Logistics,M03,NEW19-L7B,Spectre,KING CITY,L7B 0E6,Assigned to Delivery Load,FALSE,3,0,0,0,0.000035,Darth Vader,Luke Skywalker
ABC7122789361,Mercury Logistics,M05,MUS10-P1L,Huckleberry Finn,BRACEBRIDGE,P1L 1Y4,Assigned to Delivery Load,FALSE,2,0,0,0,0.000035,James Bond,Luke Skywalker
ABC7122789430,Mercury Logistics,M02,NEW14-L4G,Spectre,AURORA,L4G 5Z2,Assigned to Delivery Load,FALSE,2,0,0,0,0.000035,Darth Vader,Luke Skywalker
ABC7122789563,Mercury Logistics,M02,DUR912-L1G,Norman Bates,OSHAWA,L1G 7J2,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC7122789686,Mercury Logistics,M08,KIT12-N3B,Sherlock Holmes,ELMIRA,N3B 3N9,Assigned to Delivery Load,FALSE,2,0,0,0,0.000035,Dorothy Gale,Princess Leia
ABC7122789692,Mercury Logistics,M04,SIM949-L3V,Tom Sawyer,ORO MEDONTE,L3V 0J9,Assigned to Delivery Load,FALSE,4,0,0,0,0.000035,Darth Vader,Luke Skywalker
ABC7222781375,Mercury Logistics,M05,MUS60-P2A,Tyrion Lannister,PARRY SOUND,P2A 1V4,Assigned to Delivery Load,FALSE,0.76,0,0,0,0.015012,James Bond,Luke Skywalker
ABC7222781433,Mercury Logistics,M04,SIM941-L9R,1933 King Kong,ALLISTON,L9R 0J7,Assigned to Delivery Load,FALSE,0.74,0,0,0,0.006232,Darth Vader,Luke Skywalker
ABC7222782044,Mercury Logistics,M02,DUR916-L1C,Jon Snow,BOWMANVILLE,L1C 4E5,Assigned to Delivery Load,FALSE,0.61,0,0,0,0.007071,Vito Corleone,Luke Skywalker
ABC7222782364,Mercury Logistics,M02,DUR912-L1L,Norman Bates,OSHAWA,L1L 1B9,Assigned to Delivery Load,FALSE,2.33,0,0,0,0.008503,Vito Corleone,Luke Skywalker
ABC7222782375,Mercury Logistics,M05,NEW11-L0E,Spectre,JACKSONS POINT,L0E 1L0,Assigned to Delivery Load,FALSE,0.89,0,0,0,0.008307,Darth Vader,Luke Skywalker
ABC7222785285,Mercury Logistics,M05,MUS10-P1L,Huckleberry Finn,BRACEBRIDGE,P1L 1C7,Assigned to Delivery Load,FALSE,0.59,0,0,0,0.009569,James Bond,Luke Skywalker
ABC7222787673,Mercury Logistics,M02,DUR908-L1N,John McClane,WHITBY,L1N 6M2,Assigned to Delivery Load,FALSE,1.1464024,1,1,0,0.084501,Vito Corleone,Luke Skywalker
ABC7222787747,Mercury Logistics,M01,XTO10-M8Y,Harry Potter,TORONTO,M8Y 0B6,Assigned to Delivery Load,FALSE,2.3809896,1,1,0,0.084501,Rocky Balboa,Luke Skywalker
ABC7222789104,Mercury Logistics,M08,GUE04-N1G,Willy Wonka,GUELPH,N1G 5K8,Assigned to Delivery Load,FALSE,3,0,0,0,0.000035,Homer Simpson,Princess Leia
ABC7222789305,Mercury Logistics,M08,KIT08-N2V,Sherlock Holmes,WATERLOO,N2V 2V9,Assigned to Delivery Load,FALSE,2,0,0,0,0.000035,Dorothy Gale,Princess Leia
ABC7222789306,Mercury Logistics,M08,KIT11-N2K,Sherlock Holmes,WATERLOO,N2K 2E4,Assigned to Delivery Load,FALSE,2,0,0,0,0.000035,Dorothy Gale,Princess Leia
ABC7222789370,Mercury Logistics,M01,TOR28-M4L,Charles Foster Kane,TORONTO,M4L 3M2,Assigned to Delivery Load,FALSE,0.0661386,1,1,0,0.084501,Rocky Balboa,Luke Skywalker
ABC7222789424,Mercury Logistics,M01,TOR64-M6R,Fred Flintstone,TORONTO,M6R 1M2,Assigned to Delivery Load,FALSE,1.0141252,1,1,0,0.084501,Rocky Balboa,Luke Skywalker
ABC7222789604,Mercury Logistics,M03,YOR20-L4A,Tony Montana,STOUFFVILLE,L4A 3H5,Assigned to Delivery Load,FALSE,8,0,0,0,0.000035,Rocky Balboa,Luke Skywalker
ABC7222789637,Mercury Logistics,M03,YOR40-L0J,Tony Montana,KLEINBURG,L0J 1C0,Assigned to Delivery Load,FALSE,2,0,0,0,0.000035,Rocky Balboa,Luke Skywalker
ABC7222791051,Mercury Logistics,M05,RNF20-K8A,Hercule Poirot,PEMBROKE,K8A 5N9,Assigned to Delivery Load,FALSE,4,0,0,0,0.000035,Bugs Bunny,Luke Skywalker
ABC7322781422,Mercury Logistics,M03,DUR916-L1E,Jon Snow,COURTICE,L1E 3K2,Assigned to Delivery Load,FALSE,0.81,0,0,0,0.007379,Vito Corleone,Luke Skywalker
ABC7322781456,Mercury Logistics,M04,SIM942-L9Y,Tom Sawyer,COLLINGWOOD,L9Y 2L6,Assigned to Delivery Load,FALSE,0.49,0,0,0,0.007888,Darth Vader,Luke Skywalker
ABC7322781486,Mercury Logistics,M04,SIM943-L9Z,Tom Sawyer,WASAGA BEACH,L9Z 1R2,Assigned to Delivery Load,FALSE,0.1,0,0,0,0.001624,Darth Vader,Luke Skywalker
ABC7322787142,Mercury Logistics,M01,TOR81-M5M,Fred Flintstone,TORONTO,M5M 1M6,Assigned to Delivery Load,FALSE,2.2487124,1,1,0,0.084501,Rocky Balboa,Luke Skywalker
ABC7322789291,Mercury Logistics,M03,DUR920-L9P,Atticus Finch,UXBRIDGE,L9P 1C4,Assigned to Delivery Load,FALSE,3,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC7322789322,Mercury Logistics,M02,DUR904-L1X,Ellen Ripley,PICKERING,L1X 2V6,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC7322789375,Mercury Logistics,M01,TOR68-M9N,Tony Montana,WESTON,M9N 3S5,Assigned to Delivery Load,FALSE,0.0661386,1,1,0,0.084501,Rocky Balboa,Luke Skywalker
ABC7322789426,Mercury Logistics,M04,SIM946-L9X,Tom Sawyer,SPRINGWATER,L9X 2A5,Assigned to Delivery Load,FALSE,2,0,0,0,0.000035,Darth Vader,Luke Skywalker
ABC7322789597,Mercury Logistics,M02,DUR908-L1P,John McClane,WHITBY,L1P 1B8,Assigned to Delivery Load,FALSE,3,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC7322789608,Mercury Logistics,M02,DUR916-L1C,Jon Snow,BOWMANVILLE,L1C 4K7,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC7422781336,Mercury Logistics,M04,SIM943-L9Z,Tom Sawyer,WASAGA BEACH,L9Z 0G8,Assigned to Delivery Load,FALSE,0.76,0,0,0,0.006519,Darth Vader,Luke Skywalker
ABC7422781442,Mercury Logistics,M02,NEW11-L4P,Spectre,KESWICK,L4P 0A5,Assigned to Delivery Load,FALSE,0.39,0,0,0,0.008807,Darth Vader,Luke Skywalker
ABC7422781491,Mercury Logistics,M04,SIM949-L3V,Tom Sawyer,ORILLIA,L3V 3L9,Assigned to Delivery Load,FALSE,1.02,0,0,0,0.007302,Darth Vader,Luke Skywalker
ABC7422787362,Mercury Logistics,M01,TOR83-M5B,Fred Flintstone,TORONTO,M5B 0A3,Assigned to Delivery Load,FALSE,0.440924,1,1,0,0.084501,Rocky Balboa,Luke Skywalker
ABC7422789230,Mercury Logistics,M08,KIT12-N3A,Sherlock Holmes,NEW HAMBURG,N3A 2E3,Assigned to Delivery Load,FALSE,3,0,0,0,0.000035,Dorothy Gale,Princess Leia
ABC7422789586,Mercury Logistics,M02,DUR904-L1X,Ellen Ripley,PICKERING,L1X 2G1,Assigned to Delivery Load,FALSE,2,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC7422789607,Mercury Logistics,M02,DUR912-L1K,Norman Bates,OSHAWA,L1K 0W5,Assigned to Delivery Load,FALSE,4,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC7422789610,Mercury Logistics,M02,DUR916-L1C,Jon Snow,BOWMANVILLE,L1C 4S9,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC7422789619,Mercury Logistics,M05,MUS40-P1H,Optimus Prime,HUNTSVILLE,P1H 1L1,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,James Bond,Luke Skywalker
ABC7522781420,Mercury Logistics,M04,SIM946-L9M,Tom Sawyer,PENETANGUISHENE,L9M 1G2,Assigned to Delivery Load,FALSE,0.53,0,0,0,0.004309,Darth Vader,Luke Skywalker
ABC7522781444,Mercury Logistics,M03,SIM959-L4N,1933 King Kong,BARRIE,L4N 4W3,Assigned to Delivery Load,FALSE,0.59,0,0,0,0.002866,Darth Vader,Luke Skywalker
ABC7522782212,Mercury Logistics,M03,SIM959-L4N,1933 King Kong,BARRIE,L4N 5E3,Assigned to Delivery Load,FALSE,0.5,0,0,0,0.007417,Darth Vader,Luke Skywalker
ABC7522786025,Mercury Logistics,M10,NIA10-L0S,Katniss Everdeen,NIAGARA ON THE LAKE,L0S 1J0,Assigned to Delivery Load,FALSE,0.18,0,0,0,0.001474,Mickey Mouse,Princess Leia
ABC7522787182,Mercury Logistics,M07,BUR03-L7L,Forrest Gump,BURLINGTON,L7L 2R3,Assigned to Delivery Load,FALSE,1.5211878,1,1,0,0.084501,Peter Pan,Princess Leia
ABC7522787571,Mercury Logistics,M08,NIA05-L2V,Katniss Everdeen,THOROLD,L2V 3E4,Assigned to Delivery Load,FALSE,0.9259404,1,1,0,0.084501,Mickey Mouse,Princess Leia
ABC7522787717,Mercury Logistics,M01,SCA20-M1N,Charles Foster Kane,SCARBOROUGH,M1N 1V3,Assigned to Delivery Load,FALSE,0.8598018,1,1,0,0.084501,Rocky Balboa,Luke Skywalker
ABC7522788264,Mercury Logistics,M03,SIM955-L9S,1933 King Kong,INNISFIL,L9S 2E7,Assigned to Delivery Load,FALSE,1.6093726,1,1,0,0.084501,Darth Vader,Luke Skywalker
ABC7522788928,Mercury Logistics,M01,TOR30-M4G,Charles Foster Kane,TORONTO,M4G 2E7,Assigned to Delivery Load,TRUE,11.3758392,3,0,2,2.660467,Rocky Balboa,Luke Skywalker
ABC7522788979,Mercury Logistics,M08,CAM06-N3H,Willy Wonka,CAMBRIDGE,N3H 2G3,Assigned to Delivery Load,FALSE,10.5380836,1,3,1,2.315773,Homer Simpson,Princess Leia
ABC7522789019,Mercury Logistics,M05,RNF21-K8A,Hercule Poirot,PEMBROKE,K8A 2H4,Assigned to Delivery Load,FALSE,3,0,0,0,0.000035,Bugs Bunny,Luke Skywalker
ABC7522789099,Mercury Logistics,M04,SIM943-L9Z,Tom Sawyer,WASAGA BEACH,L9Z 1R4,Assigned to Delivery Load,FALSE,4,0,0,0,0.000035,Darth Vader,Luke Skywalker
ABC7522789205,Mercury Logistics,M03,NEW21-L3Z,Spectre,BRADFORD,L3Z 1T5,Assigned to Delivery Load,FALSE,3,0,0,0,0.000035,Darth Vader,Luke Skywalker
ABC7522790820,Mercury Logistics,M08,KIT08-N2V,Sherlock Holmes,WATERLOO,N2V 1Z1,Assigned to Delivery Load,FALSE,3,0,0,0,0.000035,Dorothy Gale,Princess Leia
ABC7622781521,Mercury Logistics,M03,SIM955-L9S,1933 King Kong,INNISFIL,L9S 1S4,Assigned to Delivery Load,FALSE,0.38,0,0,0,0.004971,Darth Vader,Luke Skywalker
ABC7622782341,Mercury Logistics,M04,SIM949-L3V,Tom Sawyer,ORO MEDONTE,L3V 0H7,Assigned to Delivery Load,FALSE,1.3,0,0,0,0.017919,Darth Vader,Luke Skywalker
ABC7622789013,Mercury Logistics,M04,SIM943-L9Z,Tom Sawyer,WASAGA BEACH,L9Z 3A1,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Darth Vader,Luke Skywalker
ABC7622789029,Mercury Logistics,M03,DUR916-L1E,Jon Snow,COURTICE,L1E 2Z9,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC7622789032,Mercury Logistics,M02,DUR904-L1X,Ellen Ripley,PICKERING,L1X 2R9,Assigned to Delivery Load,FALSE,3,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC7622789051,Mercury Logistics,M02,DUR916-L1C,Jon Snow,BOWMANVILLE,L1C 5A6,Assigned to Delivery Load,FALSE,2,0,0,0,0.000035,Vito Corleone,Luke Skywalker
ABC7622789053,Mercury Logistics,M09,GEO10-L7G,Mary Poppins,GEORGETOWN,L7G 4K4,Assigned to Delivery Load,FALSE,2,0,0,0,0.000035,Peter Pan,Princess Leia
ABC7622789163,Mercury Logistics,M10,NIA15-L0S,Katniss Everdeen,FONTHILL,L0S 1E0,Assigned to Delivery Load,FALSE,1,0,0,0,0.000035,Mickey Mouse,Princess Leia
ABC7622789167,Mercury Logistics,M08,KIT04-N2A,Sherlock Holmes,KITCHENER,N2A 2R4,Assigned to Delivery Load,FALSE,3,0,0,0,0.000035,Dorothy Gale,Princess Leia
